Tarih,Dağıtılan Enerji (MWh)
2022-08-07 03:00:00,1787.3595059061984
2022-08-07 04:00:00,1782.1183973355123
2022-08-07 05:00:00,1781.6982537406361
2022-08-07 06:00:00,1786.1913502993598
2022-08-07 07:00:00,1807.3319324145887
2022-08-07 08:00:00,1858.7377870496916
2022-08-07 09:00:00,1901.36697787993
2022-08-07 10:00:00,1924.2159002266903
2022-08-07 11:00:00,1939.536947785185
2022-08-07 12:00:00,1930.2084503165966
2022-08-07 13:00:00,1936.6358764206313
2022-08-07 14:00:00,1940.348379792551
2022-08-07 15:00:00,1933.700298987337
2022-08-07 16:00:00,1932.3030171550176
2022-08-07 17:00:00,1930.9673092148557
2022-08-07 18:00:00,1932.667947082226
2022-08-07 19:00:00,1937.388220085609
2022-08-07 20:00:00,1933.8650514275348
2022-08-07 21:00:00,1921.6516319287985
2022-08-07 22:00:00,1901.8974761959878
2022-08-07 23:00:00,1878.5953997463064
2022-08-08 00:00:00,1888.03689348543
2022-08-08 01:00:00,1859.2341936014404
2022-08-08 02:00:00,1838.6841577352097
2022-08-08 03:00:00,1828.3986172632751
2022-08-08 04:00:00,1823.157508692589
2022-08-08 05:00:00,1822.7373650977129
2022-08-08 06:00:00,1827.230461656436
2022-08-08 07:00:00,1848.3710437716654
2022-08-08 08:00:00,1899.7768984067684
2022-08-08 09:00:00,1942.4060892370067
2022-08-08 10:00:00,1965.255011583767
2022-08-08 11:00:00,1980.5760591422618
2022-08-08 12:00:00,1971.2475616736738
2022-08-08 13:00:00,1977.674987777708
2022-08-08 14:00:00,1981.3874911496277
2022-08-08 15:00:00,1974.7394103444137
2022-08-08 16:00:00,1973.3421285120944
2022-08-08 17:00:00,1972.0064205719325
2022-08-08 18:00:00,1973.7070584393027
2022-08-08 19:00:00,1978.4273314426857
2022-08-08 20:00:00,1974.904162784612
2022-08-08 21:00:00,1962.6907432858752
2022-08-08 22:00:00,1942.9365875530646
2022-08-08 23:00:00,1919.634511103383
2022-08-09 00:00:00,1896.1560693773965
2022-08-09 01:00:00,1867.3533694934063
2022-08-09 02:00:00,1846.8033336271758
2022-08-09 03:00:00,1836.5177931552412
2022-08-09 04:00:00,1831.2766845845551
2022-08-09 05:00:00,1830.8565409896794
2022-08-09 06:00:00,1835.3496375484024
2022-08-09 07:00:00,1856.4902196636317
2022-08-09 08:00:00,1907.8960742987342
2022-08-09 09:00:00,1950.5252651289732
2022-08-09 10:00:00,1973.3741874757332
2022-08-09 11:00:00,1988.6952350342283
2022-08-09 12:00:00,1979.3667375656398
2022-08-09 13:00:00,1985.7941636696742
2022-08-09 14:00:00,1989.5066670415938
2022-08-09 15:00:00,1982.8585862363802
2022-08-09 16:00:00,1981.461304404061
2022-08-09 17:00:00,1980.1255964638985
2022-08-09 18:00:00,1981.8262343312686
2022-08-09 19:00:00,1986.5465073346518
2022-08-09 20:00:00,1983.023338676578
2022-08-09 21:00:00,1970.8099191778413
2022-08-09 22:00:00,1951.0557634450306
2022-08-09 23:00:00,1927.7536869953492
2022-08-10 00:00:00,1897.7589753951986
2022-08-10 01:00:00,1868.9562755112088
2022-08-10 02:00:00,1848.4062396449779
2022-08-10 03:00:00,1838.1206991730437
2022-08-10 04:00:00,1832.8795906023577
2022-08-10 05:00:00,1832.4594470074815
2022-08-10 06:00:00,1836.952543566205
2022-08-10 07:00:00,1858.0931256814342
2022-08-10 08:00:00,1909.4989803165367
2022-08-10 09:00:00,1952.1281711467752
2022-08-10 10:00:00,1974.9770934935357
2022-08-10 11:00:00,1990.2981410520304
2022-08-10 12:00:00,1980.969643583442
2022-08-10 13:00:00,1987.3970696874767
2022-08-10 14:00:00,1991.1095730593963
2022-08-10 15:00:00,1984.4614922541828
2022-08-10 16:00:00,1983.0642104218634
2022-08-10 17:00:00,1981.728502481701
2022-08-10 18:00:00,1983.429140349071
2022-08-10 19:00:00,1988.1494133524543
2022-08-10 20:00:00,1984.6262446943801
2022-08-10 21:00:00,1972.412825195644
2022-08-10 22:00:00,1952.6586694628331
2022-08-10 23:00:00,1929.3565930131517
2022-08-11 00:00:00,1895.962667388282
2022-08-11 01:00:00,1867.159967504292
2022-08-11 02:00:00,1846.6099316380612
2022-08-11 03:00:00,1836.3243911661266
2022-08-11 04:00:00,1831.083282595441
2022-08-11 05:00:00,1830.6631390005648
2022-08-11 06:00:00,1835.1562355592882
2022-08-11 07:00:00,1856.2968176745173
2022-08-11 08:00:00,1907.70267230962
2022-08-11 09:00:00,1950.3318631398586
2022-08-11 10:00:00,1973.1807854866188
2022-08-11 11:00:00,1988.5018330451137
2022-08-11 12:00:00,1979.1733355765252
2022-08-11 13:00:00,1985.6007616805596
2022-08-11 14:00:00,1989.3132650524792
2022-08-11 15:00:00,1982.6651842472656
2022-08-11 16:00:00,1981.2679024149463
2022-08-11 17:00:00,1979.932194474784
2022-08-11 18:00:00,1981.6328323421544
2022-08-11 19:00:00,1986.3531053455376
2022-08-11 20:00:00,1982.8299366874635
2022-08-11 21:00:00,1970.6165171887271
2022-08-11 22:00:00,1950.8623614559165
2022-08-11 23:00:00,1927.560285006235
2022-08-12 00:00:00,1887.853248651388
2022-08-12 01:00:00,1859.0505487673977
2022-08-12 02:00:00,1838.5005129011672
2022-08-12 03:00:00,1828.2149724292326
2022-08-12 04:00:00,1822.973863858547
2022-08-12 05:00:00,1822.5537202636708
2022-08-12 06:00:00,1827.0468168223938
2022-08-12 07:00:00,1848.1873989376231
2022-08-12 08:00:00,1899.593253572726
2022-08-12 09:00:00,1942.2224444029646
2022-08-12 10:00:00,1965.0713667497246
2022-08-12 11:00:00,1980.3924143082193
2022-08-12 12:00:00,1971.0639168396312
2022-08-12 13:00:00,1977.4913429436656
2022-08-12 14:00:00,1981.2038463155852
2022-08-12 15:00:00,1974.5557655103717
2022-08-12 16:00:00,1973.1584836780523
2022-08-12 17:00:00,1971.82277573789
2022-08-12 18:00:00,1973.5234136052604
2022-08-12 19:00:00,1978.2436866086434
2022-08-12 20:00:00,1974.7205179505695
2022-08-12 21:00:00,1962.507098451833
2022-08-12 22:00:00,1942.7529427190225
2022-08-12 23:00:00,1919.4508662693406
2022-08-13 00:00:00,1867.6838268955223
2022-08-13 01:00:00,1838.8811270115323
2022-08-13 02:00:00,1818.3310911453016
2022-08-13 03:00:00,1808.045550673367
2022-08-13 04:00:00,1802.8044421026812
2022-08-13 05:00:00,1802.3842985078052
2022-08-13 06:00:00,1806.8773950665284
2022-08-13 07:00:00,1828.0179771817577
2022-08-13 08:00:00,1879.4238318168602
2022-08-13 09:00:00,1922.053022647099
2022-08-13 10:00:00,1944.9019449938592
2022-08-13 11:00:00,1960.222992552354
2022-08-13 12:00:00,1950.8944950837656
2022-08-13 13:00:00,1957.3219211878
2022-08-13 14:00:00,1961.0344245597196
2022-08-13 15:00:00,1954.386343754506
2022-08-13 16:00:00,1952.9890619221867
2022-08-13 17:00:00,1951.6533539820243
2022-08-13 18:00:00,1953.3539918493946
2022-08-13 19:00:00,1958.0742648527776
2022-08-13 20:00:00,1954.5510961947039
2022-08-13 21:00:00,1942.3376766959675
2022-08-13 22:00:00,1922.5835209631564
2022-08-13 23:00:00,1899.281444513475
2022-08-14 00:00:00,1840.2099647429982
2022-08-14 01:00:00,1811.4072648590081
2022-08-14 02:00:00,1790.8572289927774
2022-08-14 03:00:00,1780.5716885208428
2022-08-14 04:00:00,1775.330579950157
2022-08-14 05:00:00,1774.910436355281
2022-08-14 06:00:00,1779.4035329140042
2022-08-14 07:00:00,1800.5441150292336
2022-08-14 08:00:00,1851.949969664336
2022-08-14 09:00:00,1894.5791604945748
2022-08-14 10:00:00,1917.428082841335
2022-08-14 11:00:00,1932.7491303998297
2022-08-14 12:00:00,1923.4206329312415
2022-08-14 13:00:00,1929.848059035276
2022-08-14 14:00:00,1933.5605624071954
2022-08-14 15:00:00,1926.9124816019819
2022-08-14 16:00:00,1925.5151997696626
2022-08-14 17:00:00,1924.1794918295004
2022-08-14 18:00:00,1925.8801296968704
2022-08-14 19:00:00,1930.6004027002534
2022-08-14 20:00:00,1927.0772340421797
2022-08-14 21:00:00,1914.863814543443
2022-08-14 22:00:00,1895.1096588106325
2022-08-14 23:00:00,1871.807582360951
2022-08-15 00:00:00,1883.5172459229566
2022-08-15 01:00:00,1854.7145460389663
2022-08-15 02:00:00,1834.1645101727358
2022-08-15 03:00:00,1823.878969700801
2022-08-15 04:00:00,1818.6378611301152
2022-08-15 05:00:00,1818.2177175352394
2022-08-15 06:00:00,1822.7108140939624
2022-08-15 07:00:00,1843.8513962091915
2022-08-15 08:00:00,1895.2572508442943
2022-08-15 09:00:00,1937.8864416745332
2022-08-15 10:00:00,1960.7353640212932
2022-08-15 11:00:00,1976.056411579788
2022-08-15 12:00:00,1966.7279141111999
2022-08-15 13:00:00,1973.1553402152342
2022-08-15 14:00:00,1976.8678435871539
2022-08-15 15:00:00,1970.2197627819398
2022-08-15 16:00:00,1968.8224809496205
2022-08-15 17:00:00,1967.4867730094586
2022-08-15 18:00:00,1969.1874108768286
2022-08-15 19:00:00,1973.9076838802116
2022-08-15 20:00:00,1970.384515222138
2022-08-15 21:00:00,1958.1710957234013
2022-08-15 22:00:00,1938.4169399905907
2022-08-15 23:00:00,1915.1148635409093
2022-08-16 00:00:00,1895.5951233089588
2022-08-16 01:00:00,1866.792423424969
2022-08-16 02:00:00,1846.242387558738
2022-08-16 03:00:00,1835.956847086804
2022-08-16 04:00:00,1830.7157385161179
2022-08-16 05:00:00,1830.2955949212417
2022-08-16 06:00:00,1834.788691479965
2022-08-16 07:00:00,1855.9292735951944
2022-08-16 08:00:00,1907.335128230297
2022-08-16 09:00:00,1949.9643190605354
2022-08-16 10:00:00,1972.813241407296
2022-08-16 11:00:00,1988.1342889657906
2022-08-16 12:00:00,1978.805791497202
2022-08-16 13:00:00,1985.2332176012364
2022-08-16 14:00:00,1988.9457209731565
2022-08-16 15:00:00,1982.297640167943
2022-08-16 16:00:00,1980.9003583356237
2022-08-16 17:00:00,1979.5646503954608
2022-08-16 18:00:00,1981.2652882628313
2022-08-16 19:00:00,1985.9855612662145
2022-08-16 20:00:00,1982.4623926081404
2022-08-16 21:00:00,1970.2489731094042
2022-08-16 22:00:00,1950.4948173765933
2022-08-16 23:00:00,1927.192740926912
2022-08-17 00:00:00,1900.5595346424802
2022-08-17 01:00:00,1871.75683475849
2022-08-17 02:00:00,1851.2067988922595
2022-08-17 03:00:00,1840.9212584203246
2022-08-17 04:00:00,1835.6801498496388
2022-08-17 05:00:00,1835.260006254763
2022-08-17 06:00:00,1839.753102813486
2022-08-17 07:00:00,1860.8936849287154
2022-08-17 08:00:00,1912.299539563818
2022-08-17 09:00:00,1954.9287303940569
2022-08-17 10:00:00,1977.7776527408168
2022-08-17 11:00:00,1993.098700299312
2022-08-17 12:00:00,1983.7702028307235
2022-08-17 13:00:00,1990.1976289347579
2022-08-17 14:00:00,1993.9101323066775
2022-08-17 15:00:00,1987.2620515014637
2022-08-17 16:00:00,1985.8647696691446
2022-08-17 17:00:00,1984.5290617289822
2022-08-17 18:00:00,1986.2296995963522
2022-08-17 19:00:00,1990.9499725997352
2022-08-17 20:00:00,1987.4268039416615
2022-08-17 21:00:00,1975.2133844429252
2022-08-17 22:00:00,1955.4592287101143
2022-08-17 23:00:00,1932.157152260433
2022-08-18 00:00:00,1905.211628711595
2022-08-18 01:00:00,1876.4089288276052
2022-08-18 02:00:00,1855.8588929613747
2022-08-18 03:00:00,1845.57335248944
2022-08-18 04:00:00,1840.332243918754
2022-08-18 05:00:00,1839.912100323878
2022-08-18 06:00:00,1844.405196882601
2022-08-18 07:00:00,1865.5457789978304
2022-08-18 08:00:00,1916.9516336329332
2022-08-18 09:00:00,1959.5808244631717
2022-08-18 10:00:00,1982.429746809932
2022-08-18 11:00:00,1997.7507943684268
2022-08-18 12:00:00,1988.4222968998388
2022-08-18 13:00:00,1994.8497230038731
2022-08-18 14:00:00,1998.5622263757928
2022-08-18 15:00:00,1991.9141455705787
2022-08-18 16:00:00,1990.5168637382594
2022-08-18 17:00:00,1989.1811557980975
2022-08-18 18:00:00,1990.8817936654675
2022-08-18 19:00:00,1995.6020666688505
2022-08-18 20:00:00,1992.0788980107768
2022-08-18 21:00:00,1979.8654785120402
2022-08-18 22:00:00,1960.1113227792296
2022-08-18 23:00:00,1936.8092463295477
2022-08-19 00:00:00,1897.9482534569029
2022-08-19 01:00:00,1869.1455535729128
2022-08-19 02:00:00,1848.5955177066821
2022-08-19 03:00:00,1838.3099772347475
2022-08-19 04:00:00,1833.0688686640617
2022-08-19 05:00:00,1832.6487250691857
2022-08-19 06:00:00,1837.141821627909
2022-08-19 07:00:00,1858.2824037431383
2022-08-19 08:00:00,1909.6882583782412
2022-08-19 09:00:00,1952.3174492084795
2022-08-19 10:00:00,1975.1663715552397
2022-08-19 11:00:00,1990.4874191137344
2022-08-19 12:00:00,1981.1589216451462
2022-08-19 13:00:00,1987.5863477491807
2022-08-19 14:00:00,1991.2988511211001
2022-08-19 15:00:00,1984.6507703158866
2022-08-19 16:00:00,1983.2534884835673
2022-08-19 17:00:00,1981.9177805434051
2022-08-19 18:00:00,1983.6184184107756
2022-08-19 19:00:00,1988.3386914141586
2022-08-19 20:00:00,1984.8155227560844
2022-08-19 21:00:00,1972.602103257348
2022-08-19 22:00:00,1952.8479475245374
2022-08-19 23:00:00,1929.5458710748558
2022-08-20 00:00:00,1876.4459611918526
2022-08-20 01:00:00,1847.6432613078628
2022-08-20 02:00:00,1827.0932254416323
2022-08-20 03:00:00,1816.8076849696977
2022-08-20 04:00:00,1811.5665763990116
2022-08-20 05:00:00,1811.1464328041354
2022-08-20 06:00:00,1815.6395293628586
2022-08-20 07:00:00,1836.780111478088
2022-08-20 08:00:00,1888.1859661131907
2022-08-20 09:00:00,1930.8151569434292
2022-08-20 10:00:00,1953.6640792901896
2022-08-20 11:00:00,1968.9851268486843
2022-08-20 12:00:00,1959.6566293800959
2022-08-20 13:00:00,1966.0840554841307
2022-08-20 14:00:00,1969.7965588560503
2022-08-20 15:00:00,1963.1484780508363
2022-08-20 16:00:00,1961.751196218517
2022-08-20 17:00:00,1960.415488278355
2022-08-20 18:00:00,1962.116126145725
2022-08-20 19:00:00,1966.8363991491083
2022-08-20 20:00:00,1963.3132304910341
2022-08-20 21:00:00,1951.0998109922978
2022-08-20 22:00:00,1931.345655259487
2022-08-20 23:00:00,1908.0435788098052
2022-08-21 00:00:00,1844.1330862463212
2022-08-21 01:00:00,1815.3303863623314
2022-08-21 02:00:00,1794.7803504961007
2022-08-21 03:00:00,1784.494810024166
2022-08-21 04:00:00,1779.2537014534803
2022-08-21 05:00:00,1778.833557858604
2022-08-21 06:00:00,1783.3266544173275
2022-08-21 07:00:00,1804.4672365325569
2022-08-21 08:00:00,1855.8730911676594
2022-08-21 09:00:00,1898.5022819978979
2022-08-21 10:00:00,1921.3512043446583
2022-08-21 11:00:00,1936.672251903153
2022-08-21 12:00:00,1927.3437544345645
2022-08-21 13:00:00,1933.7711805385993
2022-08-21 14:00:00,1937.4836839105187
2022-08-21 15:00:00,1930.8356031053052
2022-08-21 16:00:00,1929.4383212729858
2022-08-21 17:00:00,1928.1026133328237
2022-08-21 18:00:00,1929.8032512001937
2022-08-21 19:00:00,1934.5235242035767
2022-08-21 20:00:00,1931.0003555455028
2022-08-21 21:00:00,1918.7869360467662
2022-08-21 22:00:00,1899.0327803139558
2022-08-21 23:00:00,1875.7307038642743
2022-08-22 00:00:00,1886.3088711141477
2022-08-22 01:00:00,1857.5061712301576
2022-08-22 02:00:00,1836.956135363927
2022-08-22 03:00:00,1826.6705948919928
2022-08-22 04:00:00,1821.4294863213067
2022-08-22 05:00:00,1821.0093427264305
2022-08-22 06:00:00,1825.5024392851542
2022-08-22 07:00:00,1846.6430214003835
2022-08-22 08:00:00,1898.048876035486
2022-08-22 09:00:00,1940.6780668657243
2022-08-22 10:00:00,1963.5269892124848
2022-08-22 11:00:00,1978.8480367709794
2022-08-22 12:00:00,1969.519539302391
2022-08-22 13:00:00,1975.9469654064255
2022-08-22 14:00:00,1979.6594687783454
2022-08-22 15:00:00,1973.0113879731318
2022-08-22 16:00:00,1971.6141061408125
2022-08-22 17:00:00,1970.27839820065
2022-08-22 18:00:00,1971.9790360680204
2022-08-22 19:00:00,1976.6993090714034
2022-08-22 20:00:00,1973.1761404133292
2022-08-22 21:00:00,1960.9627209145929
2022-08-22 22:00:00,1941.2085651817822
2022-08-22 23:00:00,1917.9064887321008
2022-08-23 00:00:00,1893.5356183737435
2022-08-23 01:00:00,1864.7329184897535
2022-08-23 02:00:00,1844.1828826235228
2022-08-23 03:00:00,1833.8973421515882
2022-08-23 04:00:00,1828.6562335809024
2022-08-23 05:00:00,1828.2360899860264
2022-08-23 06:00:00,1832.7291865447496
2022-08-23 07:00:00,1853.8697686599785
2022-08-23 08:00:00,1905.2756232950815
2022-08-23 09:00:00,1947.9048141253202
2022-08-23 10:00:00,1970.7537364720804
2022-08-23 11:00:00,1986.074784030575
2022-08-23 12:00:00,1976.7462865619868
2022-08-23 13:00:00,1983.1737126660214
2022-08-23 14:00:00,1986.8862160379408
2022-08-23 15:00:00,1980.238135232727
2022-08-23 16:00:00,1978.8408534004077
2022-08-23 17:00:00,1977.5051454602458
2022-08-23 18:00:00,1979.2057833276158
2022-08-23 19:00:00,1983.9260563309988
2022-08-23 20:00:00,1980.402887672925
2022-08-23 21:00:00,1968.1894681741883
2022-08-23 22:00:00,1948.4353124413778
2022-08-23 23:00:00,1925.1332359916964
2022-08-24 00:00:00,1902.350533851397
2022-08-24 01:00:00,1873.5478339674069
2022-08-24 02:00:00,1852.9977981011762
2022-08-24 03:00:00,1842.7122576292415
2022-08-24 04:00:00,1837.4711490585555
2022-08-24 05:00:00,1837.0510054636798
2022-08-24 06:00:00,1841.544102022403
2022-08-24 07:00:00,1862.6846841376323
2022-08-24 08:00:00,1914.0905387727348
2022-08-24 09:00:00,1956.7197296029735
2022-08-24 10:00:00,1979.5686519497335
2022-08-24 11:00:00,1994.8896995082282
2022-08-24 12:00:00,1985.5612020396402
2022-08-24 13:00:00,1991.9886281436745
2022-08-24 14:00:00,1995.7011315155942
2022-08-24 15:00:00,1989.0530507103806
2022-08-24 16:00:00,1987.6557688780613
2022-08-24 17:00:00,1986.320060937899
2022-08-24 18:00:00,1988.0206988052691
2022-08-24 19:00:00,1992.7409718086521
2022-08-24 20:00:00,1989.2178031505784
2022-08-24 21:00:00,1977.0043836518416
2022-08-24 22:00:00,1957.250227919031
2022-08-24 23:00:00,1933.9481514693496
2022-08-25 00:00:00,1907.4827744519796
2022-08-25 01:00:00,1878.6800745679895
2022-08-25 02:00:00,1858.1300387017588
2022-08-25 03:00:00,1847.8444982298242
2022-08-25 04:00:00,1842.6033896591384
2022-08-25 05:00:00,1842.1832460642624
2022-08-25 06:00:00,1846.6763426229857
2022-08-25 07:00:00,1867.8169247382145
2022-08-25 08:00:00,1919.2227793733175
2022-08-25 09:00:00,1961.8519702035562
2022-08-25 10:00:00,1984.7008925503164
2022-08-25 11:00:00,2000.0219401088111
2022-08-25 12:00:00,1990.6934426402229
2022-08-25 13:00:00,1997.1208687442572
2022-08-25 14:00:00,2000.8333721161769
2022-08-25 15:00:00,1994.1852913109628
2022-08-25 16:00:00,1992.7880094786437
2022-08-25 17:00:00,1991.4523015384816
2022-08-25 18:00:00,1993.1529394058518
2022-08-25 19:00:00,1997.8732124092348
2022-08-25 20:00:00,1994.3500437511611
2022-08-25 21:00:00,1982.1366242524243
2022-08-25 22:00:00,1962.3824685196137
2022-08-25 23:00:00,1939.0803920699323
2022-08-26 00:00:00,1903.7972391855371
2022-08-26 01:00:00,1874.994539301547
2022-08-26 02:00:00,1854.4445034353164
2022-08-26 03:00:00,1844.1589629633818
2022-08-26 04:00:00,1838.917854392696
2022-08-26 05:00:00,1838.49771079782
2022-08-26 06:00:00,1842.9908073565432
2022-08-26 07:00:00,1864.1313894717725
2022-08-26 08:00:00,1915.537244106875
2022-08-26 09:00:00,1958.1664349371138
2022-08-26 10:00:00,1981.015357283874
2022-08-26 11:00:00,1996.3364048423687
2022-08-26 12:00:00,1987.0079073737804
2022-08-26 13:00:00,1993.4353334778148
2022-08-26 14:00:00,1997.1478368497344
2022-08-26 15:00:00,1990.4997560445208
2022-08-26 16:00:00,1989.1024742122015
2022-08-26 17:00:00,1987.7667662720391
2022-08-26 18:00:00,1989.4674041394094
2022-08-26 19:00:00,1994.1876771427924
2022-08-26 20:00:00,1990.6645084847187
2022-08-26 21:00:00,1978.4510889859819
2022-08-26 22:00:00,1958.6969332531712
2022-08-26 23:00:00,1935.3948568034898
2022-08-27 00:00:00,1881.6205146458306
2022-08-27 01:00:00,1852.8178147618405
2022-08-27 02:00:00,1832.2677788956098
2022-08-27 03:00:00,1821.9822384236752
2022-08-27 04:00:00,1816.7411298529892
2022-08-27 05:00:00,1816.3209862581134
2022-08-27 06:00:00,1820.8140828168368
2022-08-27 07:00:00,1841.954664932066
2022-08-27 08:00:00,1893.3605195671687
2022-08-27 09:00:00,1935.9897103974072
2022-08-27 10:00:00,1958.8386327441672
2022-08-27 11:00:00,1974.1596803026623
2022-08-27 12:00:00,1964.8311828340738
2022-08-27 13:00:00,1971.2586089381082
2022-08-27 14:00:00,1974.9711123100278
2022-08-27 15:00:00,1968.3230315048143
